,n_fixations,n_fixations,mean_fix_dur_ms,mean_fix_dur_ms,total_dwell_ms,total_dwell_ms,dispersion_r,dispersion_r,scanpath_len_px,scanpath_len_px
,mean,std,mean,std,mean,std,mean,std,mean,std
condition,,,,,,,,,,
familiar,9.68421052631579,2.339590607462407,622.3602507375068,814.5087585047809,4800.613252631611,3565.649244717933,443.9372574579714,106.16380472827234,4017.0316645988305,1369.3258669841357
unfamiliar,9.729411764705882,1.9541667039950303,558.0307515934968,499.1295103714609,4984.421576470734,3861.438927510443,442.92393602745346,99.36303489716137,3924.9440794628067,1125.359898535038
