Participant_ID,Image,n_fixations,mean_fix_dur_ms,total_dwell_ms,dispersion_x,dispersion_y,dispersion_r,scanpath_len_px,image_is_true,Rating,condition
P02,true\eastern-wing-of-verkiai-palace-1848.jpg,8.0,287.0627500001319,2296.5020000010554,321.5063108997338,181.65698114243625,369.2770866790136,2925.163912616474,True,4,familiar
P02,true\poarta-templului-lama-peking-1915.jpg!Large.jpg,10.0,105.73769999991782,1057.3769999991782,375.9118823154791,174.87707234747276,414.59827990331775,4817.99022295149,True,3,familiar
P02,true\rue-de-lyon.jpg!Large.jpg,4.0,2114.628749999156,8458.514999996623,227.2010384958416,88.33606036706557,243.7695047678498,979.6249863390775,True,4,familiar
P02,true\san-giacomo-de-rialto.jpg!Large.jpg,10.0,731.0930000001463,7310.930000001463,392.37610956457536,110.23553842754507,407.56703165177925,5340.460554066543,True,3,familiar
P02,true\san-marco-square-from-the-clock-tower-facing-the-procuratie-nuove.jpg!Large.jpg,3.0,5316.801000000244,15950.403000000733,147.0201483297023,115.60503692621326,187.02793528668062,458.000829465578,True,3,familiar
P02,true\schloss-schonbrunn-1760.jpg,1.0,3504.1090000013355,3504.1090000013355,0.0,0.0,0.0,0.0,True,2,unfamiliar
P02,true\seine-and-eiffel-tower-in-the-sunset-1910.jpg!Large.jpg,11.0,129.07054545443813,1419.7759999988193,309.477871818808,179.29570480653976,357.6639524855313,3561.7555883201135,True,3,familiar
P02,true\taj-mahal-mausoleum-1876-1.jpg!Large.jpg,11.0,148.3016363636125,1631.3179999997374,244.3163744986309,63.12536683032707,252.33965757609053,2643.9363443584116,True,2,unfamiliar
P02,true\the-neuer-marktplatz-in-dresden-1747.jpg!Large.jpg,8.0,1551.9334999999046,12415.467999999237,389.9139335484229,204.77416364826652,440.4149562322458,4218.352173026767,True,3,familiar
P02,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,8.0,853.4681249996083,6827.744999996867,338.7970976275,304.4803651638078,455.51264102229203,3782.3590714313755,True,4,familiar
P02,true\the-ruins-of-the-chinese-shrine-ak-kent-1870.jpg!Large.jpg,5.0,634.3680000005406,3171.840000002703,178.75008608863956,125.5330757026999,218.42652396647216,1494.9017756019775,True,4,familiar
P02,true\the-world-trade-center-huile-sur-toile-97x130cm-2011-4624x3439-1280x952-640x476.jpg,10.0,664.5666999998866,6645.666999998866,426.0115202699181,217.24640487201643,478.20687555962945,5780.853123226933,True,3,familiar
P03,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,10.0,196.39590000006137,1963.9590000006137,323.61263411827645,161.76817986475248,361.7928702693357,3768.0217991111945,False,4,familiar
P03,false\american-village.jpg!Large.jpg,9.0,1057.2358888890044,9515.12300000104,418.68786411494347,135.53413749509576,440.0784361720907,3291.1625133145944,False,2,unfamiliar
P03,false\berliner-stra-e-im-sonnenschein-1920.jpg!Large.jpg,8.0,755.4339999996955,6043.471999997564,277.4921589671952,75.018394202007,287.45374890044985,2419.718247667397,False,3,familiar
P03,false\boulevard-montmartre-morning-grey-weather-1897.jpg!Large.jpg,10.0,250.75639999977284,2507.5639999977284,399.16452345505024,234.93050971286513,463.16807012038726,4252.182263842749,False,5,familiar
P03,false\little-cobbler-s-shop.jpg,9.0,285.28144444438414,2567.5329999994574,529.353028763647,183.6494377460912,560.30504642177,5240.621282152844,False,3,familiar
P03,false\new-york-1957.jpg!Large.jpg,9.0,647.7840000000773,5830.056000000695,467.2234579057843,256.50789994611125,533.004748902111,6153.959365848774,False,3,familiar
P03,false\ng-m-03667.jpg!Large.jpg,11.0,140.05445454544812,1540.5989999999292,509.1631455203959,146.25504678073733,529.752439791512,4120.427638961303,False,4,familiar
P03,false\paris-in-the-morning.jpg!Large.jpg,12.0,128.2399999995505,1538.879999994606,500.36423132616613,204.71089362273915,540.6208597145004,5691.35903006447,False,2,unfamiliar
P03,false\paris-wagram-avenue-1925.jpg!Large.jpg,10.0,664.5001000004413,6645.001000004413,456.0003592568757,173.70866169847957,487.96621480536595,3245.971716510668,False,2,unfamiliar
P03,false\port-at-dieppe-1909.jpg!Large.jpg,8.0,872.2118749999481,6977.694999999585,532.3885219011976,201.1801426558065,569.1317844323514,4412.048687290622,False,2,unfamiliar
P03,false\the-watering-place-at-marly-le-roi-hoarfrost-1875.jpg!Large.jpg,10.0,764.305300000342,7643.05300000342,460.79033389248167,114.39220424181839,474.7771142336651,4222.891934784916,False,2,unfamiliar
P03,false\view-of-venice-the-ducal-palace-dogana-and-part-of-san-giorgio-1841.jpg,12.0,201.40849999991892,2416.901999999027,622.0721631247977,148.82548541000736,639.6270798225238,5157.041413512237,False,3,familiar
P03,false\vor-dem-caf-berlin-bei-nacht-1920.jpg,11.0,162.00890909087983,1782.097999999678,497.74861346163397,174.02301121525397,527.2927940294685,3977.6713948283855,False,3,familiar
P03,false\westminster-bridge-from-the-north-on-lord-mayor-s-day-1746.jpg!Large.jpg,12.0,168.6774166663175,2024.1289999958099,552.4480531318056,155.03680153520762,573.790258926892,5377.93439233554,False,4,familiar
P03,false\winter-in-new-york-3x-101x51cm-hst-rehaussee-argent-2015-640x410.jpg,12.0,483.3054999997633,5799.66599999716,480.2563525351409,211.58206479271763,524.7981843454751,4824.005561189533,False,3,familiar
P03,true\carl-heinrich-bloch-view-of-the-forum-romanum-in-rome-to-the-left-in-the-foreground-the-temple-of-1.jpg,10.0,235.6236000001445,2356.236000001445,485.29375919152193,318.0898404296175,580.2509623385198,3737.6107356049492,True,1,unfamiliar
P03,true\carmelite-church-in-warsaw-1780.jpg!Large.jpg,10.0,169.15739999985817,1691.5739999985817,414.51538710926167,200.4389409553208,460.433247280897,4616.933916379413,True,5,familiar
P03,true\colosseum-and-arch-of-constantine-rome.jpg!Large.jpg,11.0,137.31072727287855,1510.418000001664,324.5276245248057,174.6841822086254,368.55493836551625,4072.5795796142256,True,5,familiar
P03,true\eastern-wing-of-verkiai-palace-1848.jpg,11.0,631.6333636365347,6947.967000001881,432.39008289816417,159.92701417711248,461.01825739582983,4724.816158481345,True,2,unfamiliar
P03,true\poarta-templului-lama-peking-1915.jpg!Large.jpg,8.0,287.0598750002955,2296.479000002364,598.0029517954108,204.753065035078,632.0849215076114,4750.383832533428,True,1,unfamiliar
P03,true\rue-de-lyon.jpg!Large.jpg,10.0,265.8465000000433,2658.465000000433,414.3555510322119,208.0470160247783,463.65297750367387,3385.7892490445984,True,4,familiar
P03,true\san-giacomo-de-rialto.jpg!Large.jpg,11.0,203.24754545436008,2235.722999997961,406.6348727210613,120.63803513956498,424.1526320031607,3626.6265559892804,True,2,unfamiliar
P03,true\san-marco-square-from-the-clock-tower-facing-the-procuratie-nuove.jpg!Large.jpg,9.0,802.179666666335,7219.616999997015,400.72639230143517,196.47344348603252,446.29973726429967,3391.488496842782,True,2,unfamiliar
P03,true\schloss-schonbrunn-1760.jpg,8.0,275.69774999983565,2205.581999998685,373.61908826289425,103.5032880711434,387.6907965839974,2965.442190693516,True,4,familiar
P03,true\seine-and-eiffel-tower-in-the-sunset-1910.jpg!Large.jpg,11.0,499.8102727275347,5497.913000002882,229.95733193352413,378.1311066068993,442.56469390784355,4206.329729152074,True,2,unfamiliar
P03,true\taj-mahal-mausoleum-1876-1.jpg!Large.jpg,10.0,561.8875000003754,5618.875000003754,374.97695261539326,152.65405154094492,404.85920323563397,4343.757420075146,True,5,familiar
P03,true\the-neuer-marktplatz-in-dresden-1747.jpg!Large.jpg,9.0,268.5641111107139,2417.076999996425,295.54155065471167,148.08685315720143,330.56697391208644,2733.06751069641,True,3,familiar
P03,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,14.0,412.17064285709574,5770.388999999341,519.8926021910723,306.2554305030106,603.3910063346892,5921.970747964424,True,4,familiar
P03,true\the-ruins-of-the-chinese-shrine-ak-kent-1870.jpg!Large.jpg,9.0,275.2647777773139,2477.3829999958252,314.6123467015766,203.03209789546545,374.43685912701875,2419.0917124000957,True,2,unfamiliar
P03,true\the-world-trade-center-huile-sur-toile-97x130cm-2011-4624x3439-1280x952-640x476.jpg,9.0,966.5802222219403,8699.221999997462,479.9368669350611,272.5212849379234,551.9123544437643,4813.329415494498,True,3,familiar
P04,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,12.0,208.90833333320793,2506.8999999984953,228.04715236283482,133.92754918450598,264.4656728790454,3800.138875813292,False,1,unfamiliar
P04,false\american-village.jpg!Large.jpg,8.0,215.2965000000222,1722.3720000001776,466.97941970089755,171.0643434513153,497.32563580074634,3844.1859315092,False,1,unfamiliar
P04,false\berliner-stra-e-im-sonnenschein-1920.jpg!Large.jpg,9.0,1080.8226666663863,9727.403999997478,495.4451894747707,139.2728702829308,514.648295606366,4810.580697058077,False,1,unfamiliar
P04,false\boulevard-montmartre-morning-grey-weather-1897.jpg!Large.jpg,12.0,453.1344166666713,5437.613000000056,318.14834524668726,204.7948867834315,378.36399833473035,3978.630261944018,False,1,unfamiliar
P04,false\little-cobbler-s-shop.jpg,10.0,223.5073999998349,2235.073999998349,507.01582283762787,204.60721554891248,546.7441424125145,4947.913760722804,False,1,unfamiliar
P04,false\new-york-1957.jpg!Large.jpg,9.0,721.6682222220293,6495.013999998264,384.71253145194777,151.0726925885638,413.3118559902735,4651.170712166385,False,1,unfamiliar
P04,false\ng-m-03667.jpg!Large.jpg,9.0,305.41733333342967,2748.756000000867,408.7658663985287,130.89820555309046,429.2130866475985,2486.3105748251237,False,5,familiar
P04,false\paris-in-the-morning.jpg!Large.jpg,13.0,155.70023076921083,2024.1029999997409,330.1183452931248,156.14388870757466,365.1835646353683,5315.332216525239,False,1,unfamiliar
P04,false\paris-wagram-avenue-1925.jpg!Large.jpg,11.0,192.27918181836273,2115.07100000199,371.01827221696027,173.2507290250455,409.4757299603582,4767.404804712096,False,1,unfamiliar
P04,false\port-at-dieppe-1909.jpg!Large.jpg,11.0,219.71336363656684,2416.8470000022353,506.31709577889353,164.67618142677856,532.4239346679284,5728.408609440306,False,1,unfamiliar
P04,false\the-watering-place-at-marly-le-roi-hoarfrost-1875.jpg!Large.jpg,11.0,131.8311818178534,1450.1429999963875,451.4356830227569,102.56053704377763,462.9393477173129,5266.874121716413,False,1,unfamiliar
P04,false\view-of-venice-the-ducal-palace-dogana-and-part-of-san-giorgio-1841.jpg,13.0,460.0475384616472,5980.618000001414,493.81291858550185,267.36704364121243,561.5481587427506,6206.84095162185,False,1,unfamiliar
P04,false\vor-dem-caf-berlin-bei-nacht-1920.jpg,7.0,448.74714285677845,3141.2299999974493,444.26150819483377,110.7156612744723,457.84958809088386,3948.56103007081,False,1,unfamiliar
P04,false\westminster-bridge-from-the-north-on-lord-mayor-s-day-1746.jpg!Large.jpg,10.0,238.68700000002718,2386.870000000272,519.2715746995392,82.1971092870023,525.7369428393619,4095.5140678066364,False,1,unfamiliar
P04,false\winter-in-new-york-3x-101x51cm-hst-rehaussee-argent-2015-640x410.jpg,10.0,589.0987000004316,5890.987000004316,443.0878257052864,178.41952679590744,477.6613327770145,4569.832617185175,False,1,unfamiliar
P04,true\carl-heinrich-bloch-view-of-the-forum-romanum-in-rome-to-the-left-in-the-foreground-the-temple-of-1.jpg,12.0,153.51449999995262,1842.1739999994315,437.381624753919,242.825999312702,500.267080282713,7039.057872309321,True,5,familiar
P04,true\carmelite-church-in-warsaw-1780.jpg!Large.jpg,8.0,268.0712499995934,2144.5699999967474,428.94107539736183,259.3800098230948,501.2668307986017,4495.416528242942,True,2,unfamiliar
P04,true\colosseum-and-arch-of-constantine-rome.jpg!Large.jpg,12.0,161.0621666670037,1932.7460000040446,586.319517867717,142.70245464007473,603.435636661388,4992.578704566187,True,5,familiar
P04,true\eastern-wing-of-verkiai-palace-1848.jpg,12.0,553.8589999999507,6646.307999999408,310.78746276923397,157.800567076021,348.5539642351694,3701.0871430472757,True,5,familiar
P04,true\poarta-templului-lama-peking-1915.jpg!Large.jpg,11.0,184.03272727267574,2024.359999999433,477.7816273167989,236.08534164929296,532.9273608505683,5522.262245927501,True,2,unfamiliar
P04,true\rue-de-lyon.jpg!Large.jpg,12.0,130.91608333328017,1570.992999999362,459.9355318073759,277.6373145780834,537.2366069666729,6122.006282204647,True,4,familiar
P04,true\san-giacomo-de-rialto.jpg!Large.jpg,8.0,706.1493750002228,5649.195000001782,393.09128550152286,190.29850812139262,436.7313601408393,4405.138454525075,True,1,unfamiliar
P04,true\san-marco-square-from-the-clock-tower-facing-the-procuratie-nuove.jpg!Large.jpg,10.0,670.6689999997252,6706.689999997252,386.98792052803446,190.36606005398303,431.2758832291564,4461.911218789348,True,4,familiar
P04,true\schloss-schonbrunn-1760.jpg,11.0,255.48190909136213,2810.3010000049835,351.34699252988054,104.80864905785623,366.64637196776516,4068.731013460478,True,5,familiar
P04,true\seine-and-eiffel-tower-in-the-sunset-1910.jpg!Large.jpg,12.0,128.45133333333555,1541.4160000000265,276.0501556721381,314.8159623295762,418.7036882857719,4029.5550901319234,True,1,unfamiliar
P04,true\taj-mahal-mausoleum-1876-1.jpg!Large.jpg,10.0,220.56870000033086,2205.6870000033086,387.3344440064482,194.61026028170338,433.4756335951269,3883.4788442582385,True,5,familiar
P04,true\the-neuer-marktplatz-in-dresden-1747.jpg!Large.jpg,11.0,491.5618181818321,5407.180000000153,436.45558718743956,157.21854698569385,463.9085589891886,4036.4711862427175,True,3,familiar
P04,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,12.0,468.2552500001596,5619.0630000019155,435.7014340391906,247.09130480899316,500.8890621045921,5454.404430172234,True,5,familiar
P04,true\the-ruins-of-the-chinese-shrine-ak-kent-1870.jpg!Large.jpg,9.0,245.05799999982023,2205.521999998382,455.38160748552184,107.13867976964703,467.81524680035903,4097.127109368551,True,2,unfamiliar
P04,true\the-world-trade-center-huile-sur-toile-97x130cm-2011-4624x3439-1280x952-640x476.jpg,12.0,639.4040833336779,7672.849000004135,448.14623586561225,268.7970841109645,522.5771915679767,5701.0189007837635,True,1,unfamiliar
P05,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,9.0,785.3723333335236,7068.351000001712,324.65165068704283,190.67515894326542,376.50459563179464,2976.9613539578568,False,1,unfamiliar
P05,false\american-village.jpg!Large.jpg,10.0,661.5547000001243,6615.547000001243,388.98430067956923,244.48452900263595,459.43603591448317,3056.928746725489,False,1,unfamiliar
P05,false\berliner-stra-e-im-sonnenschein-1920.jpg!Large.jpg,9.0,151.02644444454603,1359.2380000009143,510.04099744856484,162.40003270892765,535.2715102657601,3005.0058194991893,False,1,unfamiliar
P05,false\boulevard-montmartre-morning-grey-weather-1897.jpg!Large.jpg,11.0,675.5570909089412,7431.127999998353,514.9766241787651,196.76992545841168,551.2887873115741,3257.4901784371305,False,3,familiar
P05,false\little-cobbler-s-shop.jpg,10.0,190.31119999999646,1903.1119999999646,408.87934532807765,163.4126205102009,440.3248841229942,4256.283630149638,False,1,unfamiliar
P05,false\new-york-1957.jpg!Large.jpg,11.0,541.0150000000365,5951.165000000401,384.8726327493634,191.70026291136273,429.9720156471953,3502.398234139091,False,1,unfamiliar
P05,false\ng-m-03667.jpg!Large.jpg,11.0,1016.0961818184495,11177.058000002944,361.32816147420664,116.77001522938941,379.72789827849385,3179.442348351143,False,1,unfamiliar
P05,false\paris-in-the-morning.jpg!Large.jpg,11.0,170.27427272693205,1873.0169999962527,358.70158272646154,88.41600355488202,369.43770129087454,4307.77227196081,False,1,unfamiliar
P05,false\paris-wagram-avenue-1925.jpg!Large.jpg,11.0,219.6414545454569,2416.056000000026,419.77680952269066,172.19339926991015,453.72143057737094,4366.10484612128,False,1,unfamiliar
P05,false\port-at-dieppe-1909.jpg!Large.jpg,9.0,177.88988888827993,1601.0089999945194,432.73687763627925,159.30827825612232,461.12941002209584,3169.310494620005,False,1,unfamiliar
P05,false\the-watering-place-at-marly-le-roi-hoarfrost-1875.jpg!Large.jpg,9.0,634.3644444443473,5709.279999999126,406.29273267520057,187.3577098521387,447.41110409300325,3868.9776181427924,False,1,unfamiliar
P05,false\view-of-venice-the-ducal-palace-dogana-and-part-of-san-giorgio-1841.jpg,10.0,184.3099000003349,1843.099000003349,453.9361397658618,169.77962845882845,484.6474401306065,4568.2010690768975,False,2,unfamiliar
P05,false\vor-dem-caf-berlin-bei-nacht-1920.jpg,9.0,1349.2784444442805,12143.505999998524,434.48219660174914,100.98846216482849,446.0643996715026,2667.908562130542,False,2,unfamiliar
P05,false\westminster-bridge-from-the-north-on-lord-mayor-s-day-1746.jpg!Large.jpg,9.0,889.4597777780291,8005.138000002262,393.8022810979496,92.76096583007443,404.57982324836314,2680.315528571713,False,2,unfamiliar
P05,false\winter-in-new-york-3x-101x51cm-hst-rehaussee-argent-2015-640x410.jpg,12.0,528.7045833332135,6344.454999998561,412.7446874476881,160.89038590096416,442.9942361833288,3991.1213707645556,False,1,unfamiliar
P05,true\carl-heinrich-bloch-view-of-the-forum-romanum-in-rome-to-the-left-in-the-foreground-the-temple-of-1.jpg,10.0,289.9988000001031,2899.9880000010307,330.80985365827536,212.4993330780078,393.18078009486635,3154.0865533055503,True,4,familiar
P05,true\carmelite-church-in-warsaw-1780.jpg!Large.jpg,10.0,1232.4973000000682,12324.973000000682,211.6368020044283,219.67890044507632,305.0392683957581,2680.5518489427386,True,3,familiar
P05,true\colosseum-and-arch-of-constantine-rome.jpg!Large.jpg,6.0,1329.132166666568,7974.7929999994085,398.65583003050443,131.42989482072494,419.76218037109686,1696.5788896556573,True,5,familiar
P05,true\eastern-wing-of-verkiai-palace-1848.jpg,13.0,176.58869230735246,2295.652999995582,457.5234231718436,160.10252484422654,484.7272441408447,4241.540449424916,True,4,familiar
P05,true\poarta-templului-lama-peking-1915.jpg!Large.jpg,10.0,716.048899999987,7160.48899999987,500.6195296371766,170.5096803274757,528.860534110389,3807.0136458864063,True,1,unfamiliar
P05,true\rue-de-lyon.jpg!Large.jpg,14.0,174.7997857142504,2447.1969999995054,324.7229739507547,151.80256565463367,358.45366332449703,4605.171434215965,True,5,familiar
