Participant_ID,Image,n_fixations,mean_fix_dur_ms,total_dwell_ms,dispersion_x,dispersion_y,dispersion_r,scanpath_len_px,image_is_true,Rating,condition
P05,true\san-giacomo-de-rialto.jpg!Large.jpg,10.0,232.59480000015174,2325.9480000015174,351.6534151889698,163.50477680801384,387.8065709256412,2872.3170913057816,True,1,unfamiliar
P05,true\san-marco-square-from-the-clock-tower-facing-the-procuratie-nuove.jpg!Large.jpg,10.0,851.8982999999935,8518.982999999935,447.2712747048793,156.0747360878426,473.7202934443672,3988.2402916230344,True,4,familiar
P05,true\schloss-schonbrunn-1760.jpg,7.0,280.49085714285735,1963.4360000000015,449.8152123087853,46.08016579618268,452.1693343253181,2527.7443334349236,True,3,familiar
P05,true\seine-and-eiffel-tower-in-the-sunset-1910.jpg!Large.jpg,9.0,245.03422222248142,2205.308000002333,318.4204311383295,291.68521099129873,431.82384519310426,3739.966713584522,True,3,familiar
P05,true\taj-mahal-mausoleum-1876-1.jpg!Large.jpg,6.0,1243.5463333331427,7461.277999998856,237.75209231984863,111.53173490412941,262.61261449745865,1485.964599671355,True,4,familiar
P05,true\the-neuer-marktplatz-in-dresden-1747.jpg!Large.jpg,12.0,566.3614166667988,6796.337000001586,325.0108268182774,138.25094354389168,353.1930929957105,3474.61284414739,True,4,familiar
P05,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,13.0,167.2952307692937,2174.8380000008183,315.3880848547718,277.57552839830385,420.140236152119,3769.2028301478786,True,3,familiar
P05,true\the-ruins-of-the-chinese-shrine-ak-kent-1870.jpg!Large.jpg,9.0,570.5809999995431,5135.228999995888,425.018468784635,116.17524986894985,440.6102444226061,4224.164156854816,True,2,unfamiliar
P05,true\the-world-trade-center-huile-sur-toile-97x130cm-2011-4624x3439-1280x952-640x476.jpg,11.0,670.13109090906,7371.441999999661,401.10773779757665,178.27811087120145,438.94248158146405,3908.025980075532,True,1,unfamiliar
P06,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,11.0,623.4369090909075,6857.805999999982,334.32396227421236,156.26090214057405,369.0392679492455,3555.7726658311976,False,2,unfamiliar
P06,false\american-village.jpg!Large.jpg,10.0,163.12099999995553,1631.2099999995553,376.80028870295604,176.5772327223409,416.1225500769104,3494.000520886582,False,1,unfamiliar
P06,false\berliner-stra-e-im-sonnenschein-1920.jpg!Large.jpg,8.0,781.6538750000745,6253.231000000596,215.47569451958972,80.96373413601951,230.18449377390215,2087.9957980599097,False,4,familiar
P06,false\boulevard-montmartre-morning-grey-weather-1897.jpg!Large.jpg,9.0,157.72466666668254,1419.5220000001427,437.49997660391944,166.60234580845616,468.1480226993493,3074.854776820483,False,4,familiar
P06,false\little-cobbler-s-shop.jpg,9.0,842.4961111106516,7582.464999995864,182.5122551424647,191.00825025396557,264.18719677961246,2153.466620616171,False,1,unfamiliar
P06,false\new-york-1957.jpg!Large.jpg,9.0,187.90022222250022,1691.1020000025019,461.0921437394462,126.03946464235675,478.00827572916563,4827.447661637281,False,2,unfamiliar
P06,false\ng-m-03667.jpg!Large.jpg,12.0,513.5144166667184,6162.173000000621,351.11188802395736,101.35667041842477,365.44867293514307,3105.0703119108366,False,2,unfamiliar
P06,false\paris-in-the-morning.jpg!Large.jpg,7.0,957.9922857142914,6705.94600000004,394.16413647098557,164.99127741154874,427.3025720748851,2769.300701732383,False,2,unfamiliar
P06,false\paris-wagram-avenue-1925.jpg!Large.jpg,8.0,260.53349999983766,2084.2679999987013,393.1346715665874,125.06607919970139,412.54865671112606,4107.800471009809,False,1,unfamiliar
P06,false\port-at-dieppe-1909.jpg!Large.jpg,8.0,370.0507500002459,2960.406000001967,399.812606537339,147.17116747071992,426.03928560741406,3027.570369264724,False,2,unfamiliar
P06,false\the-watering-place-at-marly-le-roi-hoarfrost-1875.jpg!Large.jpg,7.0,198.56057142845071,1389.923999999155,494.061650774133,107.3571451605691,505.59120975615156,3886.2216006827466,False,3,familiar
P06,false\view-of-venice-the-ducal-palace-dogana-and-part-of-san-giorgio-1841.jpg,10.0,160.11120000002848,1601.1120000002848,579.5211379775167,130.0957638475282,593.944153211249,4338.950505253006,False,4,familiar
P06,false\vor-dem-caf-berlin-bei-nacht-1920.jpg,11.0,683.7580909093297,7521.339000002627,315.03011379872606,151.75659913053317,349.6770481168354,3040.3586901764106,False,2,unfamiliar
P06,false\westminster-bridge-from-the-north-on-lord-mayor-s-day-1746.jpg!Large.jpg,8.0,872.2176249998483,6977.740999998787,424.17366515225916,123.90009728702705,441.89878062338624,3978.004220061166,False,1,unfamiliar
P06,false\winter-in-new-york-3x-101x51cm-hst-rehaussee-argent-2015-640x410.jpg,9.0,248.47022222274973,2236.2320000047475,478.9570898203283,149.8641396185244,501.85571057103516,2600.095447363685,False,1,unfamiliar
P06,true\carl-heinrich-bloch-view-of-the-forum-romanum-in-rome-to-the-left-in-the-foreground-the-temple-of-1.jpg,7.0,302.08114285752737,2114.5680000026914,458.43925812865405,240.49428449025595,517.6910799560205,3690.7437692868466,True,4,familiar
P06,true\carmelite-church-in-warsaw-1780.jpg!Large.jpg,14.0,429.3752142860155,6011.253000004217,375.6434095852108,197.96104068432675,424.6134062810831,3221.4991381590376,True,2,unfamiliar
P06,true\colosseum-and-arch-of-constantine-rome.jpg!Large.jpg,9.0,765.3352222225496,6888.017000002947,498.88449209839905,90.47629078374685,507.0223818040607,3673.9218163469486,True,5,familiar
P06,true\eastern-wing-of-verkiai-palace-1848.jpg,8.0,645.627500000046,5165.020000000368,407.56106960697394,72.3166396260352,413.927193871075,3037.6318993216973,True,3,familiar
P06,true\poarta-templului-lama-peking-1915.jpg!Large.jpg,9.0,288.6536666667073,2597.8830000003654,432.68766479398494,186.56459782959482,471.19525085487686,3190.2236363480815,True,3,familiar
P06,true\rue-de-lyon.jpg!Large.jpg,9.0,244.956555555594,2204.609000000346,481.1506985111029,194.85092635184427,519.1077712555401,3515.173327309519,True,3,familiar
P06,true\san-giacomo-de-rialto.jpg!Large.jpg,7.0,1087.530857143325,7612.7160000032745,308.94511429050243,94.02488019928428,322.93615737551187,1874.1593578105046,True,2,unfamiliar
P06,true\san-marco-square-from-the-clock-tower-facing-the-procuratie-nuove.jpg!Large.jpg,6.0,951.5166666669757,5709.100000001854,332.3702520822571,195.69296490962248,385.7015957762449,2893.3192883134448,True,2,unfamiliar
P06,true\schloss-schonbrunn-1760.jpg,7.0,293.3972857143609,2053.7810000005265,461.2201782755633,114.66823539773553,475.26083055283743,3566.616759972132,True,5,familiar
P06,true\seine-and-eiffel-tower-in-the-sunset-1910.jpg!Large.jpg,11.0,645.4246363634659,7099.670999998125,44.5639341272223,241.50874884949727,245.58587092042765,2518.2482574834194,True,4,familiar
P06,true\taj-mahal-mausoleum-1876-1.jpg!Large.jpg,12.0,166.1488333335607,1993.7860000027285,226.26049011647552,134.28921899232688,263.1110102700319,2140.6183903245487,True,3,familiar
P06,true\the-neuer-marktplatz-in-dresden-1747.jpg!Large.jpg,11.0,175.78318181817437,1933.614999999918,259.29824484507066,149.4774906880754,299.2976779096989,3155.7877756199396,True,4,familiar
P06,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,13.0,134.72830769261725,1751.4680000040244,343.44424962906913,248.6393735908999,423.9993994134301,4211.408411357544,True,5,familiar
P06,true\the-ruins-of-the-chinese-shrine-ak-kent-1870.jpg!Large.jpg,12.0,1009.5154166666968,12114.185000000361,439.66237060274653,92.77887652338416,449.3449900165442,4834.368422971131,True,2,unfamiliar
P06,true\the-world-trade-center-huile-sur-toile-97x130cm-2011-4624x3439-1280x952-640x476.jpg,9.0,745.0802222224916,6705.7220000024245,452.85689937028064,210.67877281219603,499.46462999988034,3233.173705980017,True,2,unfamiliar
